,participant_id,bigram,iki_ms_mean,iki_ms_std,keystroke_count,coeff_var
3705,7119,n ,192.14285714285714,29.801725741018043,7,0.15510191835474074
3711,7119,ne,156.57142857142858,22.55997298208446,7,0.14408741868119637
3718,7119,nt,236.0,72.92736112050126,6,0.3090142420360223
3730,7119,on,256.8888888888889,56.77245028278337,9,0.22100002272709787
3733,7119,or,394.6666666666667,59.79520605087558,6,0.1515081234397185
3735,7119,ou,146.42857142857142,73.3299782782302,7,0.5007900955586453
3742,7119,po,286.6666666666667,201.65184518537555,6,0.70343666925131
3748,7119,r ,321.5,186.4636693836094,6,0.5799803091247571
3764,7119,s ,326.9230769230769,269.5457479842898,13,0.8244928761872394
3773,7119,st,166.85714285714286,38.48561883538911,7,0.23065011288332515
3774,7119,t ,287.1578947368421,177.4643197809679,19,0.6180025798824029
3777,7119,te,201.125,201.76042192943305,8,1.0031593383688404
3778,7119,th,247.91666666666666,174.739524765153,12,0.7048316965317096
3798,7119,y ,280.0,59.00508452667448,6,0.21073244473812314
3808,7162, a,93.875,22.893776446886175,8,0.2438751152797462
3812,7162, f,82.85714285714286,22.3564201921847,7,0.269818864388436
3815,7162, i,102.33333333333333,28.106938645110393,9,0.2746606382258345
3823,7162, t,88.3076923076923,25.68846892863481,13,0.2908972962301851
3825,7162, w,84.57142857142857,42.73896404475719,7,0.5053593721508451
3836,7162,BKSPBKSP,131.3846153846154,8.461072248228565,13,0.06439926184248908
3895,7162,d ,81.57142857142857,21.32179747626939,7,0.2613880601293971
3901,7162,e ,92.45454545454545,41.57731024576658,11,0.4497054205540142
3902,7162,e.,77.33333333333333,48.83714433365926,6,0.6315147974180078
3918,7162,fo,101.33333333333333,10.01332445627658,6,0.09881570187115046
3930,7162,he,66.85714285714286,12.588732679511091,7,0.18829301016362743
3942,7162,in,68.5,15.22607412740833,10,0.22227845441472013
3943,7162,is,85.22222222222223,31.85034449491001,9,0.3737328558724773
3967,7162,ng,60.666666666666664,16.083117442419756,6,0.2651063314684575
3982,7162,or,90.5,12.455635557564175,8,0.13763133212778095
3997,7162,re,90.66666666666667,16.52472894381831,6,0.18225803982152547
4005,7162,s ,85.42857142857143,21.143154141068145,14,0.24749511536367394
4017,7162,t ,88.375,20.784180110294052,8,0.2351816702720685
4021,7162,th,85.0,29.684050551480624,8,0.34922412413506615
4042,7162,y ,101.5,47.61452359462244,8,0.46910860684357086
4048,8701, CAPS_LOCK,509.5,322.8657615790191,6,0.6336913868086733
4049,8701, a,732.6428571428571,346.0766049352607,14,0.4723674046108658
4056,8701, i,534.3333333333334,440.4509810031835,6,0.8243000268306615
4061,8701, p,717.1666666666666,172.61334440496387,6,0.2406879076062708
4064,8701, t,708.7777777777778,307.0678987527749,9,0.4332357875489848
4079,8701,BKSPBKSP,219.0952380952381,95.6723077812513,21,0.43666995509808243
4108,8701,CAPS_LOCKo,325.3333333333333,84.9156444164835,6,0.26101120209984685
4140,8701,at,336.0,114.2628548566856,7,0.3400680204068024
4147,8701,ce,258.14285714285717,81.32328197063981,7,0.3150320828967784
4152,8701,d ,363.42857142857144,194.42124124595813,7,0.5349641072019288
4157,8701,e ,289.5416666666667,142.3012662006872,24,0.49147077116369153
4164,8701,ed,300.0,57.4108003776293,6,0.19136933459209768
4165,8701,ee,301.0,261.6147658567569,8,0.8691520460357371
4170,8701,en,328.1,138.372645016596,10,0.42173924113561717
4173,8701,es,379.57142857142856,96.31174580990826,7,0.25373813348489194
4183,8701,g ,353.8181818181818,184.33166748110224,11,0.5209785052138038
4189,8701,ha,187.57142857142858,61.24501923383143,7,0.3265157156411424
4190,8701,he,485.7142857142857,191.14890729979274,7,0.3935418679701615
4203,8701,in,359.46153846153845,149.49170288269926,13,0.41587676813077046
4221,8701,me,348.1666666666667,209.63627230674243,6,0.602114712226163
4226,8701,n ,311.8888888888889,143.97955101718827,9,0.4616373206821141
4232,8701,ng,176.16666666666666,83.92511091696122,12,0.4763960884595717
4247,8701,ou,314.5,107.35739895839092,10,0.3413589791999711
4256,8701,pr,521.6666666666666,123.26340359841873,6,0.2362876746295567
4265,8701,re,245.44444444444446,137.01469913034066,9,0.5582310059633616
4269,8701,ro,313.1666666666667,139.99488085878951,6,0.44702995484445823
4274,8701,s ,282.6666666666667,109.61751684835777,9,0.3877978190390015
4286,8701,t ,376.44444444444446,225.0445017719335,9,0.5978159728298116
4291,8701,th,207.0,64.06246951218787,8,0.3094805290443859
4292,8701,ti,251.28571428571428,114.9879910914096,7,0.45759860013636566
4323,9537, SHIFT,272.53846153846155,192.12479251110696,13,0.7049456118104405
4324,9537, a,365.2857142857143,185.43853577250482,14,0.5076534025840961
4325,9537, b,508.44444444444446,211.24814266113154,9,0.41547930156254015
4330,9537, h,564.3636363636364,190.64064242824654,11,0.3377975300758234
4340,9537, t,385.46153846153845,208.21607982438795,13,0.540173426006195
4355,9537,BKSPBKSP,250.4,232.74797754788673,20,0.9295047026672792
4393,9537,SHIFTT,264.0,95.86657394524956,6,0.3631309619138241
4420,9537,an,168.0,66.93280212272605,7,0.3984095364447979
4423,9537,as,178.0,66.89864401786161,8,0.37583507875203154
4429,9537,be,116.0,18.142294704442907,8,0.15639909227968024
4438,9537,d ,239.11111111111111,152.2862801144972,9,0.6368850004788452
4447,9537,e ,250.47368421052633,173.94710831522343,19,0.6944725904579208
4450,9537,ea,267.8333333333333,76.59873802267676,6,0.2859940436440949
4460,9537,en,143.125,26.432866446366134,8,0.1846837830313791
4463,9537,er,163.57142857142858,47.3422191525251,7,0.2894284140329045
4479,9537,ha,147.0,24.54151002456276,8,0.16694904778614122
4480,9537,he,280.0,238.49528297222147,9,0.8517688677579338
4491,9537,in,242.66666666666666,39.191835884530846,9,0.16150481820548426
4513,9537,n ,311.9,218.66283025089868,10,0.7010671056457156
4554,9537,r ,197.0,65.82227152394111,8,0.3341232057052848
4567,9537,s ,203.25,54.99607424005992,12,0.27058339109500573
4580,9537,t ,263.8888888888889,123.16700496119532,9,0.4667381240634769
4586,9537,th,203.42857142857142,42.04306182497949,7,0.20667235447672502
4609,9537,y ,259.55555555555554,96.50791562238705,9,0.37181988039447067
4614,9574,,208.65,36.864295948647566,20,0.17668006685189344
4633,9574,SHIFTTAB73,196.42857142857142,82.27566902970594,7,0.41885795142395754
4649,9574,TAB32SHIFT,336.0,187.38907830144922,7,0.5577055901828846
4652,9574,TAB32TAB65,435.42857142857144,240.03809221514345,7,0.5512685844835972
4653,9574,TAB32TAB66,646.2222222222222,364.69774395305,9,0.5643534552230829
4660,9574,TAB32TAB73,514.5,337.6524347115932,10,0.6562729537640295
4669,9574,TAB32TAB83,188.42857142857142,86.69459257042726,7,0.460092606514777
4670,9574,TAB32TAB84,440.5,307.12563861510625,20,0.6972205189900256
4673,9574,TAB32TAB87,328.7857142857143,241.03787719310475,14,0.7331154205308422
4693,9574,TAB65TAB78,310.22222222222223,174.57503958024597,9,0.5627418897644032
4695,9574,TAB65TAB83,157.33333333333334,49.22871790598112,6,0.31289439347021897
4696,9574,TAB65TAB84,333.7142857142857,88.32839159582134,7,0.2646826802956975
4701,9574,TAB66TAB69,124.0,23.047776465420693,6,0.18586916504371526
4714,9574,TAB68TAB32,220.0,84.29983118880807,14,0.3831810508582185
4725,9574,TAB69TAB32,225.78125,118.88235832522732,32,0.5265377808176158
4728,9574,TAB69TAB68,430.85714285714283,391.13997007526115,7,0.9078182329332984
4734,9574,TAB69TAB82,190.0,80.99382692526635,8,0.426283299606665
4755,9574,TAB72TAB65,124.0,59.81304205605998,6,0.48236324238758044
4756,9574,TAB72TAB69,142.0,48.38258984386843,17,0.34072246368921427
4769,9574,TAB73TAB78,160.58333333333334,52.733391755704524,12,0.32838645618497886
4771,9574,TAB73TAB83,130.9090909090909,27.075651591252775,11,0.2068278940998476
4772,9574,TAB73TAB84,206.875,117.78362425590895,8,0.5693468241977472
4802,9574,TAB78TAB32,264.7,90.10370568282849,10,0.34039934145382883
4805,9574,TAB78TAB69,194.5,81.83336727765759,6,0.420737106826003
4814,9574,TAB79TAB32,256.1,34.56539695514384,10,0.13496835984046793
4822,9574,TAB79TAB78,232.88888888888889,97.27852338060603,9,0.4177035832182511
4827,9574,TAB79TAB85,320.875,97.28520295649135,8,0.3031872316524857
4838,9574,TAB82TAB69,121.0,51.81055233572919,7,0.4281863829399107
4847,9574,TAB83TAB32,240.6153846153846,138.0419854377274,13,0.5737039036734195
4861,9574,TAB84TAB32,196.42857142857142,116.26476037688508,14,0.5918933255550514
4864,9574,TAB84TAB72,214.31578947368422,112.06350016921407,19,0.5228896127738377
4865,9574,TAB84TAB73,184.0,37.86291061183754,6,0.20577668810781272
4866,9574,TAB84TAB79,156.44444444444446,71.67829363048325,9,0.4581709109903048
4893,9574,TAB89TAB32,349.3333333333333,262.2568715337439,6,0.7507353192759845
4900,9797, b,242.66666666666666,171.69701997025652,6,0.7075426647125955
4902,9797, d,429.6666666666667,321.2616794245256,6,0.7476997969538998
4905,9797, i,179.28571428571428,44.097295025561706,7,0.24596100811070276
4913,9797, s,312.8333333333333,176.379609554695,6,0.5638133496687108
4914,9797, t,234.9090909090909,76.927829223831,11,0.3274791491726552
4916,9797, w,294.75,70.8353221009325,8,0.2403233998335284
4929,9797,BKSPBKSP,268.7142857142857,228.59769194352063,7,0.85070911409072
4979,9797,d ,194.375,83.32198732284637,8,0.4286661727220392
4984,9797,de,225.5,68.02573042606745,6,0.301666210315155
4988,9797,e ,161.47619047619048,56.893425848351804,21,0.3523332181702707
5015,9797,he,134.16666666666666,33.56359860794357,12,0.2501634678852937
5030,9797,is,140.85714285714286,24.949472749462874,7,0.17712607428624758
5031,9797,it,156.0,54.26601146205606,6,0.3478590478336927
5052,9797,n ,164.83333333333334,43.101817440412724,6,0.26148726455255444
5056,9797,nd,228.83333333333334,55.87277214052178,6,0.24416360731473466
5063,9797,o ,171.16666666666666,25.45911755475171,6,0.14873875883983473
5086,9797,s ,258.0,283.14277905914065,13,1.0974526320121731
5096,9797,t ,169.0,33.89321466016464,9,0.20055156603647714
5102,9797,th,151.08333333333334,29.60791765522844,12,0.19597077322820808
5132,10242, a,271.45454545454544,160.93748080317627,11,0.5928708268033955
5134,10242, c,518.7777777777778,292.90902076317906,9,0.5646136617838106
5137,10242, f,778.125,246.89583546797337,8,0.3172958528102469
5145,10242, p,431.6666666666667,124.33771216596622,6,0.2880410320447094
5147,10242, s,558.0,365.8231422813098,8,0.6555970291779746
5148,10242, t,372.375,307.55701368472586,16,0.8259335714930537
5150,10242, w,506.0,266.470135912701,7,0.5266208219618597
5163,10242,BKSPBKSP,283.8,187.26802793246443,15,0.6598591540960692
5170,10242,BKSPr,468.1666666666667,358.54674265242835,6,0.7658527788944713
5213,10242,an,183.85714285714286,66.15494078658215,7,0.35981708275530305
5214,10242,ar,493.0,342.5179870146551,8,0.694762651145345
5227,10242,ck,389.14285714285717,235.80035946497097,7,0.6059480602991177
5230,10242,d ,162.71428571428572,50.41127555712812,14,0.30981468735724044
5237,10242,e ,164.25806451612902,85.62280371565178,31,0.5212700147653585
5243,10242,ed,218.28571428571428,21.297216451250826,7,0.09756578217196059
5258,10242,fo,143.83333333333334,33.760430486986785,6,0.23471909956190115
5264,10242,he,178.25,160.0310386560474,16,0.8977898381825941
5275,10242,in,249.83333333333334,28.11701738568063,6,0.11254309827490579
5276,10242,is,221.0,150.5755624263114,7,0.6813373865443955
5285,10242,l ,323.57142857142856,469.688143751737,7,1.4515748372018362
5310,10242,o ,209.42857142857142,233.27655771841364,7,1.113871694426259
5320,10242,or,138.66666666666666,80.94360176485024,6,0.58372789734267
5329,10242,r ,130.83333333333334,63.22156804973021,6,0.4832221761762818
5335,10242,re,167.57142857142858,47.75931721614517,7,0.28500871313982623
5338,10242,ro,223.4,71.73128869452839,10,0.32108902728078953
5344,10242,s ,200.84615384615384,89.5459343520093,13,0.44584341117430903
5352,10242,st,259.8333333333333,29.040775930864292,6,0.11176693751455148
5354,10242,t ,129.55555555555554,40.02221605280969,9,0.3089193348844659
5361,10242,th,113.0,28.930952282978865,15,0.25602612639804306
5394,11063, SHIFT,512.25,386.97978906250023,8,0.7554510279404593
5395,11063, a,367.3333333333333,326.53292330177055,9,0.8889281033623518
5401,11063, h,894.8333333333334,491.6471973546342,6,0.5494287919776132
5409,11063, s,479.1111111111111,417.04569427235566,9,0.8704571540935068
5410,11063, t,391.0,309.6894758117742,15,0.7920446951707779
5413,11063, w,468.0,291.34790200034047,6,0.6225382521374796
5426,11063,ARW_LEFTARW_LEFT,174.66666666666666,29.090662877745952,6,0.16654959662831653
5439,11063,BKSPBKSP,151.9,41.52763470804043,10,0.2733879835947362
5513,11063,as,298.2857142857143,184.53429156095828,7,0.6186494448882701
5514,11063,at,345.0,195.19989754095673,9,0.5657968044665412
5527,11063,d ,186.875,42.70643143268103,8,0.22852939897086838
5532,11063,e ,175.2173913043478,45.136113863552296,23,0.2576006498416136
5535,11063,ea,233.0,29.140055887778548,8,0.12506461754411394
5544,11063,er,186.875,27.915369550533562,8,0.14937990394934347
5545,11063,es,378.55555555555554,273.5740809685336,9,0.7226788167645444
5546,11063,et,218.5,25.84376133615229,6,0.11827808391831712
5560,11063,he,211.83333333333334,68.17201949791603,12,0.3218191321695485
5570,11063,in,209.5,29.622626487197245,6,0.14139678514175297
5574,11063,is,206.85714285714286,44.88291646580234,7,0.21697542490374058
5593,11063,n ,160.0,30.46309242345563,9,0.1903943276465977
5613,11063,on,248.88888888888889,46.89468105351727,9,0.18841612923288187
5625,11063,pe,409.1666666666667,252.06064085189234,6,0.6160341527948489
5630,11063,r ,205.16666666666666,37.865111470411215,6,0.1845578138281619
5638,11063,re,193.28571428571428,36.99871297632881,7,0.19141980106008993
5644,11063,s ,234.28571428571428,87.11127152311361,14,0.3718164028425581
5655,11063,st,438.0,312.24936615895103,7,0.7128980962533129
5658,11063,t ,163.13333333333333,35.536433349987384,15,0.21783673896600358
5664,11063,te,192.0,29.93325909419153,6,0.15590239111558088
5665,11063,th,233.6,159.34723987927387,15,0.6821371570174395
5666,11063,ti,212.0,32.29860678109816,6,0.1523519187787649
5680,11063,ve,187.42857142857142,30.587890538888878,7,0.16319758671663276
5696,11387, SHIFT,333.7692307692308,289.60840050148,13,0.867690529273851
5697,11387, a,296.8181818181818,168.20987972281426,11,0.5667101613938612
5698,11387, b,511.875,392.49110544971956,8,0.7667713903779625
5702,11387, f,254.0,198.68970783611314,6,0.782242944236666
5704,11387, h,214.88888888888889,120.39668230940217,9,0.5602741162278281
5705,11387, i,223.33333333333334,159.28119788600284,9,0.7131993935194156
5709,11387, o,302.0,269.85710504423844,8,0.893566572994167
5712,11387, s,187.11111111111111,78.33014177895448,9,0.4186290237592579
5713,11387, t,164.11111111111111,102.18776770866974,18,0.6226742785226999
5715,11387, w,305.3333333333333,235.12096177641556,6,0.7700468180450292
5732,11387,BKSPBKSP,161.36363636363637,94.94537048547114,22,0.5883938452620746
5778,11387,SHIFTI,113.33333333333333,43.20493798938573,6,0.3812200410828153
5803,11387,al,141.75,60.106453183378854,8,0.4240314157557591
5805,11387,an,98.375,14.58901249962744,8,0.14829999999621285
5812,11387,be,150.83333333333334,29.902619729158626,6,0.19824941256900747
5823,11387,d ,174.0,79.1418256766204,8,0.4548380786012667
5833,11387,e ,128.11111111111111,36.90042039924512,27,0.28803450441735134
5866,11387,he,116.83333333333333,19.889848179562875,12,0.17024121123734273
5867,11387,hi,217.16666666666666,43.1945212575237,6,0.19890032812367014
5880,11387,in,115.75,55.653905009955444,8,0.4808112743840643
5883,11387,is,121.88888888888889,74.42352525318262,9,0.6105849838456185
5894,11387,le,227.83333333333334,175.60343580541544,6,0.7707539245299873
5901,11387,m ,146.0,53.00566007512783,6,0.3630524662679988
5908,11387,n ,171.14285714285714,143.62818297623537,14,0.8392297836674855
5912,11387,nd,188.5,61.9862888064772,6,0.32883972841632464
5918,11387,nt,325.3333333333333,191.3757212048244,6,0.5882450446869603
5919,11387,o ,116.71428571428571,49.751764744962514,7,0.4262697101771574
5925,11387,on,177.1818181818182,90.82931044747414,11,0.5126333580924657
5927,11387,or,160.5,21.612496385193452,6,0.13465729835011497
5930,11387,ou,58.125,15.986043019727285,8,0.2750286971135877
5944,11387,re,135.71428571428572,86.94962964405366,7,0.6406814815877637
5953,11387,s ,152.83333333333334,108.42848008764878,18,0.7094557039540814
5965,11387,st,343.7142857142857,290.445470662862,7,0.8450200725852178
5967,11387,t ,143.92307692307693,38.03827357294566,13,0.26429586127647975
5973,11387,th,111.5,57.64446734409656,14,0.5169907385120768
6011,12376, SHIFT,120.63636363636364,52.73570465495408,11,0.4371460069363186
6012,12376, a,109.77777777777777,39.2134472400023,9,0.3572075153441506
6015,12376, d,329.8333333333333,153.28328893479116,6,0.4647295268361531
6019,12376, i,140.875,65.25649940263203,8,0.46322271093261425
6024,12376, o,248.71428571428572,163.28575594716796,7,0.6565194093223296
6028,12376, t,166.05263157894737,132.87106268200617,19,0.8001743869914792
6031,12376, w,154.41666666666666,87.53851965987559,12,0.5668981305550497
6045,12376,BKSPBKSP,189.0,107.4210069179801,12,0.5683651159681486
6100,12376,an,207.0,221.66791979595664,7,1.0708595159224958
6105,12376,ay,180.57142857142858,89.5206813029949,7,0.4957632667096236
6117,12376,d ,182.66666666666666,121.20506040040847,6,0.6635313525569807
6125,12376,e ,143.45,50.15184836809948,20,0.3496120485751097
6133,12376,ee,161.16666666666666,35.89103880729377,6,0.2226951735716263
6140,12376,er,93.14285714285714,34.14395296109582,7,0.3665761820976545
6159,12376,he,110.16666666666667,54.18794453873788,12,0.4918724163879384
6160,12376,hi,129.83333333333334,32.94490350064281,6,0.2537476521230511
6169,12376,in,117.75,53.53970489272424,8,0.4546896381547706
6171,12376,is,166.375,69.95904414114631,8,0.4204901225613602
6172,12376,it,187.9,154.19140342084214,10,0.8206035307123051
6197,12376,n ,88.33333333333333,22.483327155917113,9,0.25452823195377866
6210,12376,o ,118.33333333333333,50.80846386184098,9,0.4293673002409097
6219,12376,on,93.8,27.038244518952535,10,0.28825420595898227
6234,12376,re,86.0,30.7679486912382,10,0.3577668452469558
6241,12376,s ,134.8181818181818,44.51251100941888,11,0.33016697309751025
6251,12376,t ,188.83333333333334,133.06104773464858,12,0.7046480903864885
6255,12376,te,150.5,52.58802144975603,6,0.3494220694335949
6256,12376,th,94.66666666666667,34.52466337203566,15,0.36469714829615135
6258,12376,to,98.85714285714286,18.836388289943585,7,0.19054150004278192
